Molecule_ChEMBL_ID	Smiles	Standard_Type	Standard_Value	Standard_Units	Document_Year
CHEMBL5183966	N#Cc1ccc2nc(Cc3nc4c(c(=O)[nH]c(=O)n4C4CC4)n3Cc3ccccc3)[nH]c2c1	Papp	1.5	10^-6 cm/s	2022
CHEMBL5193805	N#Cc1ccc(S[C@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)cc1Cl	Papp	5	10^-6 cm/s	2022
CHEMBL5187271	Cc1cc(-c2n[nH]c3ccc(Nc4ccccc4C#N)cc23)ccn1	Papp	4.8	10^-6 cm/s	2022
CHEMBL4208229	O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1	Papp	2.29	10^-6 cm/s	2022
CHEMBL5284304	Cc1ccc([C@@H](NC(=O)Cc2ccc3c(c2)CCCC3)[C@@H](C)C(=O)O)cc1	Papp	25	10^-6 cm/s	2023
CHEMBL5286321	Cc1ccc([C@@H](NC(=O)[C@H](F)c2ccccc2)[C@@H](C)C(=O)O)cc1	Papp	6.6	10^-6 cm/s	2023
CHEMBL5183044	Cl.Cl.Cn1nc2c(=O)n(CC3(O)CCN(Cc4ccc(-c5ccco5)cc4Cl)CC3)cnc2c1-c1ccc(C2(N)CC2)cc1	Papp	1.99	10^-6 cm/s	2022
CHEMBL428647	CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O	Papp	0.09	10^-6 cm/s	2022
CHEMBL428647	CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O	Papp	1.02	10^-6 cm/s	2022
CHEMBL5197531	Cl.Cl.Cn1nc2c(=O)n(CC3(O)CCN(Cc4ccc(-c5cccs5)cc4Cl)CC3)cnc2c1-c1ccc(CN)cc1	Papp	0.8	10^-6 cm/s	2022
CHEMBL5180048	COc1cccc(CNC(=O)c2cn(Cc3ccc(Cn4ccccc4=O)cc3)nc2C2CC2)c1F	Papp	24	10^-6 cm/s	2022
CHEMBL5207332	CC(=O)N1CCC(n2cc(Nc3nc(NC4(C)CC4)c4c(=O)n(C)ccc4n3)cn2)CC1	Papp	48	10^-6 cm/s	2022
CHEMBL1751	C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O	Papp	1.33	10^-6 cm/s	2022
CHEMBL5270092	CO[C@H](C(=O)N[C@H](c1ccc(C)cc1)[C@@H](C)C(=O)O)c1ccccc1	Papp	3.4	10^-6 cm/s	2023
CHEMBL4789727	CC(C)(C)CC(=O)Nc1nnc(S(N)(=O)=O)s1	Papp	3.7	10^-6 cm/s	2023
CHEMBL5193024	CN1CC2(CC(n3cc(Nc4nc(NC5(C)CC5)c5c(=O)n(C)ccc5n4)cn3)C2)C1	Papp	5.7	10^-6 cm/s	2022
CHEMBL5202710	O=C(CCCC[C@@H]1CCSS1)O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1O	Papp	0.479	10^-6 cm/s	2022
CHEMBL5267870	Oc1nc2nonc2cc1Nc1c(F)c(F)c(F)c(F)c1F	Papp	1.6	10^-6 cm/s	2023
CHEMBL5177059	COc1cc2c(cc1OC)CN(c1ccccc1)CC2	Papp	21	10^-6 cm/s	2022
CHEMBL5194980	COc1ccc(C(=O)Nc2cccc([C@@]3(C)O[C@H]4CO[C@@H]5N4[C@H]3O[C@]5(C)c3cccc(NC(=O)c4ccc(OC)cc4)c3)c2)cc1	Papp	11.9	10^-6 cm/s	2022
CHEMBL5277468	CC(C)(C(=O)Nc1ccc(-c2cccnc2)cc1)c1csc(NS(=O)(=O)C2CC2)n1	Papp	1.9	10^-6 cm/s	2022
CHEMBL5280009	CC(C)(C(=O)Nc1ccc(-c2cccnc2)cc1F)c1csc(NS(=O)(=O)C2CC2)n1	Papp	5.5	10^-6 cm/s	2022
CHEMBL5194116	Cc1n[nH]c(C)c1-c1ccc(NC(=O)[C@@H](NC(=O)c2ccnn2C(C)C)C(C2CC2)C2CC2)cc1	Papp	26	10^-6 cm/s	2022
CHEMBL2130955	O=c1cc(-c2ccc(C(F)(F)F)cc2)oc2ccccc12	Papp	4.1	10^-6 cm/s	2022
CHEMBL5178857	O=c1[nH]c(=O)n(C2CC2)c2nc(Cc3nc4ccc(O)cc4[nH]3)n(Cc3ccccc3)c12	Papp	10.8	10^-6 cm/s	2022
CHEMBL428647	CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O	Papp	2.69	10^-6 cm/s	2022
CHEMBL5093489	CN(C)c1ccc(/N=N/c2nc3ccc(OCCOCCOC45CC6CC(CC(C6)C4)C5)cc3s2)cc1	Papp	4.71	10^-6 cm/s	2022
CHEMBL5084538	Cl.O=C(N[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1cccs1	Papp	26.5	10^-6 cm/s	2022
CHEMBL5197876	Cn1cc(-c2n[nH]c3ccc(N[C@@H]4CCCc5cc(C#N)ccc54)cc23)cn1	Papp	4.3	10^-6 cm/s	2022
CHEMBL5169946	N#Cc1ccc2c(c1)CCC[C@@H]2Nc1ccc2[nH]nc(-c3ccncc3)c2c1	Papp	8.9	10^-6 cm/s	2022
CHEMBL5202841	Cc1c(-c2ccc(-c3c[nH]nc3-c3ccnc(N4CCOCC4)c3)cc2)ccc(S(N)(=O)=O)c1C	Papp	7.14	10^-6 cm/s	2022
CHEMBL5093272	CN(C)c1ccc(/N=N/c2nc3ccc(OCCOCCOCCOCCOC45CC6CC(CC(C6)C4)C5)cc3s2)cc1	Papp	0.118	10^-6 cm/s	2022
CHEMBL27	CC(C)NCC(O)COc1cccc2ccccc12	Papp	28.3	10^-6 cm/s	2022
CHEMBL5200620	Cc1nnn(-c2ccc(F)cc2)c1COc1ccc2c(n1)CCN(C(=O)C1CCCO1)C2	Papp	47.1	10^-6 cm/s	2022
CHEMBL5207798	CC(=O)N1CCc2nc(OCc3c(C)nnn3-c3ccc(F)cc3)ccc2C1	Papp	52.8	10^-6 cm/s	2022
CHEMBL5169479	CCn1c(=O)[nH]c(=O)c2c1nc(Cc1nc3ccccc3[nH]1)n2Cc1ccccc1	Papp	81.3	10^-6 cm/s	2022
CHEMBL5195332	Cc1cnn(CC[C@@H](CC(=O)NC2CCC2)NC(=O)c2cc(-c3ccccc3C(F)(F)F)n(C3CCCC3)n2)c1	Papp	8	10^-6 cm/s	2022
CHEMBL5204711	Cl.Cl.Cn1nc2c(=O)n(CC3(O)CCN(Cc4ccc(-c5ccc(C(=O)O)o5)cc4Cl)CC3)cnc2c1-c1ccc(CN)cc1	Papp	0.19	10^-6 cm/s	2022
CHEMBL5199137	Cl.Cn1nc2c(=O)n(CC3(O)CCN(Cc4ccc(-c5ccco5)cc4Cl)CC3)cnc2c1-c1ccc(CNS(C)(=O)=O)cc1	Papp	6.7	10^-6 cm/s	2022
CHEMBL5172397	O=C(Nc1nc2cccc(C3CCC4(CC3)CN(C(=O)[C@@H]3CC3(F)F)C4)n2n1)C1CC1	Papp	0.62	10^-6 cm/s	2022
CHEMBL5197758	O=C(Nc1nc2cccc([C@H]3CC[C@@H](NC(=O)[C@@H]4CC4(F)F)CC3)n2n1)C1CC1	Papp	29.22	10^-6 cm/s	2022
CHEMBL5206101	O=C(Nc1nc2cccc(C3CCC4(CC3)CCN(C(=O)[C@@H]3CC3(F)F)C4)n2n1)C1CC1	Papp	31.25	10^-6 cm/s	2022
CHEMBL4854091	O=C(N[C@@H](c1ccccc1)c1cccc(OCc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)c1)O[C@H]1CN2CCC1CC2	Papp	2	10^-6 cm/s	2022
